,BTC,XRP,EOS,XLM,LTC,ETH,XMR,DASH,NEO,ETC
2018-09-21 05:30:00,6762.06,0.5644,6.19,0.2492,60.87,247.69,124.18,209.7,19.86,11.7
2018-09-22 05:30:00,6716.6,0.5732,5.94,0.2398,60.6,240.78,122.34,204.79,18.85,11.43
2018-09-23 05:30:00,6702.7,0.5713,6.03,0.2813,61.36,244.55,122.55,204.96,19.56,11.6
2018-09-24 05:30:00,6583.53,0.4921,5.67,0.2581,57.95,227.92,115.06,197.82,18.45,11.05
2018-09-25 05:30:00,6437.74,0.5251,5.42,0.2533,57.54,219.2,116.74,189.69,18.18,11.1
2018-09-26 05:30:00,6462.6,0.5129,5.55,0.2443,57.23,214.21,114.85,183.91,17.79,10.98
2018-09-27 05:30:00,6686.13,0.5434,5.82,0.2597,63.22,229.09,119.16,195.06,19.03,11.43
2018-09-28 05:30:00,6635.38,0.5396,5.76,0.2539,61.84,221.56,116.93,187.65,19.27,11.24
2018-09-29 05:30:00,6603.75,0.5688,5.75,0.255,61.54,231.32,114.55,188.61,19.21,11.4
2018-09-30 05:30:00,6623.71,0.5817,5.72,0.2592,61.1,232.6,115.22,187.72,18.97,11.33
2018-10-01 05:30:00,6594.98,0.5769,5.74,0.2583,60.28,230.89,114.26,187.46,18.72,11.22
2018-10-02 05:30:00,6525.47,0.5165,5.62,0.2469,59.34,225.41,116.36,182.12,18.53,11.13
2018-10-03 05:30:00,6492.26,0.5277,5.62,0.241,57.36,219.97,114.53,178.38,18.0,11.1
2018-10-04 05:30:00,6579.79,0.5281,5.8,0.2436,58.14,221.76,114.97,181.5,18.01,11.07
2018-10-05 05:30:00,6632.87,0.5195,5.83,0.2465,58.75,227.9,115.29,183.19,18.22,11.09
2018-10-06 05:30:00,6589.94,0.4877,5.73,0.2405,57.82,224.62,114.89,180.93,17.95,10.93
2018-10-07 05:30:00,6601.15,0.482,5.76,0.2438,58.09,225.65,113.78,181.18,18.23,10.93
2018-10-08 05:30:00,6650.07,0.491,5.94,0.2485,59.44,229.33,114.3,182.99,18.55,10.96
2018-10-09 05:30:00,6631.79,0.4805,5.92,0.2465,58.68,227.49,113.89,181.22,18.35,10.91
2018-10-10 05:30:00,6581.07,0.464,5.92,0.2419,57.82,225.26,114.74,179.83,18.28,10.85
2018-10-11 05:30:00,6209.47,0.3809,5.09,0.2047,50.81,189.83,100.37,157.06,15.52,9.15
2018-10-12 05:30:00,6271.32,0.4348,5.23,0.2184,52.61,196.81,102.97,158.72,16.02,9.52
